ACND,13009,270
ACND,13010,212
ACND,13151,75
ACND,13152,151
ACND,13307,69
ACND,13308,252
ACND,13483,131
ACND,13484,135
AHA,12253,79
AHA,12254,10
AHA,12335,14
AHA,12336,24
AHA,12349,24
AHA,12350,422
AHA,12367,4
AHA,12368,101
AHA,13023,23
AHA,13024,8
AHA,13119,27
AHA,13120,80
AHA,13133,28
AHA,13134,6
AHA,13235,21
AHA,13236,2
AHA,13241,27
AHA,13242,3
AHA,13401,11
AHA,13402,5
AHA,13413,17
AHA,13414,90
AHA,13415,33
AHA,13416,4
AHA,13419,7
AHA,13420,2
AHA,13423,51
AHA,13424,83
AHA,13429,15
AHA,13430,467
AHA,13483,22
AHA,13484,203
AHA,14003,19
AHA,14004,278
AHA,14055,17
AHA,14056,317
AHA,15097,27
AHA,15098,362
AHA,15619,108
AHA,15620,334
AHA,15647,115
AHA,15648,17
AHA,22405,304
AHA,22406,297
AHA,22947,70
AHA,22948,21
ABS,12455,25
ABS,12456,10
ABS,12481,17
ABS,12482,5
ABS,12485,65
ABS,12486,10
ABS,13007,248
ABS,13008,0
ABS,14525,1
ABS,14526,9
ABS,14601,0
ABS,14602,1
ABS,14711,44
ABS,14712,5
ABS,14713,10
ABS,14714,12
ABR,11089,10
ABR,11090,22
ABR,12215,0
ABR,12216,25
ABR,12479,6
ABR,12480,25
ABR,12547,12
ABR,12548,18
ABR,12915,21
ABR,12916,0
ABR,12957,19
ABR,12958,13
ABR,12989,23
ABR,12990,10
ABR,14311,92
ABR,14312,15
ABR,14321,74
ABR,14322,18
ABR,14707,38
ABR,14708,20
ABR,15269,208
ABR,15270,18
ABR,16209,16
ABR,16210,35
ABR,16311,5
ABR,16312,33
ABR,16507,10
ABR,16508,31
ABR,16531,11
ABR,16532,35
ABR,16533,20
ABR,16534,30
ABR,16587,30
ABR,16588,0
ABR,17037,10
ABR,17038,0
ABR,17623,4
ABR,17624,7
ABR,18421,10
ABR,18422,15
ABR,19027,14
ABR,19028,11
ABR,19031,3
ABR,19032,41
ABR,19043,20
ABR,19044,0
ABR,19055,18
ABR,19056,13
ABR,19107,14
ABR,19108,0
ABR,19223,2
ABR,19224,31
ABR,19263,20
ABR,19264,10
ABR,19269,7
ABR,19270,280
ABR,19401,14
ABR,19402,15
ABR,19403,23
ABR,19404,241
ABR,19407,2
ABR,19408,164
ABR,19409,4
ABR,19410,1
ABR,19411,30
ABR,19412,8
ABR,19413,28
ABR,19414,8
ABR,19415,17
ABR,19416,51
ABR,19565,21
ABR,19566,21
ABR,19573,69
ABR,19574,42
ABR,19579,16
ABR,19580,13
ABR,19707,22
ABR,19708,23
ABR,22451,28
ABR,22452,23
ABR,22473,9
ABR,22474,22
ABR,22475,45
ABR,22476,28
ABR,22497,12
ABR,22498,15
ABR,22547,15
ABR,22548,9
ABR,22663,24
ABR,22664,19
ABR,22915,12
ABR,22916,14
ABR,22931,19
ABR,22932,14
ABR,22949,13
ABR,22950,11
ABR,22965,21
ABR,22966,0
ULD,13007,193
ULD,13008,73
ULD,15483,210
ULD,15484,54
AH,12195,3
AH,12196,24
AH,12307,201
AH,12308,16
AH,12495,34
AH,12496,407
AH,12547,5
AH,12548,37
AH,12987,297
AH,12988,50
AH,14853,306
AH,14854,44
AH,14863,261
AH,14864,45
AH,14865,329
AH,14866,46
AH,15055,0
AH,15056,0
AH,15269,196
AH,15270,1
AH,15631,22
AH,15632,273
AH,19021,0
AH,19022,13
AH,19061,20
AH,19062,3
AH,19401,18
AH,19402,10
AH,19409,33
AH,19410,37
AH,19665,28
AH,19666,17
AH,19669,6
AH,19670,63
AH,19709,30
AH,19710,310
AH,19715,14
AH,19716,75
AH,22443,0
AH,22444,0
AH,22547,0
AH,22548,34
AH,22921,20
AH,22922,159
ADVI,10103,67
ADVI,10104,75
ADVI,11003,55
ADVI,11004,43
AAR,12959,63
AAR,12960,18
AAR,19151,44
AAR,19152,23
ADTL,18233,27
ADTL,18234,49
ADQ,15719,21
ADQ,15720,4
ADB,11045,0
ADB,11046,13
ADB,11083,0
ADB,11084,15
ADB,11401,1
ADB,11402,8
ADB,12767,0
ADB,12768,10
ADB,17405,5
ADB,17406,0
ADB,17409,0
ADB,17410,9
ADB,17609,22
ADB,17610,5
AI,11091,11
AI,11092,44
AI,14311,53
AI,14312,9
AI,14321,80
AI,14322,3
AI,19115,19
AI,19116,4
AI,19151,33
AI,19152,2
AI,22829,8
AI,22830,41
AI,22955,20
AI,22956,4
ADTP,13287,115
ADTP,13288,13
ADTP,18181,1
ADTP,18182,128
ADTP,18190,11
AD,11013,23
AD,11014,50
AD,11027,15
AD,11028,79
AD,11041,17
AD,11042,50
AD,11043,30
AD,11044,43
AD,11073,24
AD,11074,54
AD,11301,14
AD,11302,62
AD,11303,16
AD,11304,51
AD,11311,20
AD,11312,58
AD,12163,21
AD,12164,52
AD,12591,342
AD,12592,95
AD,12627,24
AD,12628,34
AD,12731,78
AD,12732,19
AD,12793,36
AD,12794,25
AD,16229,68
AD,16230,31
AD,16331,22
AD,16332,64
AD,16339,30
AD,16340,60
AD,16351,31
AD,16352,60
AD,16381,28
AD,16382,111
AD,16501,28
AD,16502,52
AD,16593,23
AD,16594,70
AD,16613,42
AD,16614,42
AD,17307,41
AD,17308,16
AD,17417,64
AD,17418,64
AD,17621,44
AD,17622,77
AD,18111,13
AD,18112,25
AD,19419,73
AD,19420,20
AD,19567,67
AD,19568,33
AD,22601,81
AD,22602,43
ADRA,12151,60
ADRA,12152,6
ADRA,12281,17
ADRA,12282,339
ADRA,12551,114
ADRA,12552,6
ADRA,12815,13
ADRA,12816,249
ADRA,12827,20
ADRA,12828,13
ADRA,12883,9
ADRA,12884,8
ADRA,12885,9
ADRA,12886,29
ADRA,12949,49
ADRA,12950,7
ADRA,13301,13
ADRA,13302,36
ADRA,13417,0
ADRA,13418,13
ADRA,13501,11
ADRA,13502,2
ADRA,13505,0
ADRA,13506,0
ADRA,15639,0
ADRA,15640,11
ADRA,15905,25
ADRA,18419,6
ADRA,18420,36
ADRA,18449,0
ADRA,18450,14
ADRA,22605,9
ADRA,22606,18
ADRA,22611,35
ADRA,22612,9
ADRA,22643,3
ADRA,22644,8
ADRA,22811,19
ADRA,22812,20
ADRA,22861,8
ADRA,22862,10
ADRA,22875,5
ADRA,22876,7
ANDI,11058,50
ANDI,12312,29
ANDI,14034,14
ADT,16231,9
ADT,16232,45
ADT,16233,10
ADT,16234,46
ADT,16795,37
ADT,16796,31
ADT,16865,30
ADT,16866,13
AGTL,12503,219
AGTL,12504,4
AGTL,13173,0
AGTL,13174,2
AGTL,14019,5
AGTL,14020,340
AGTL,15625,55
AGTL,15626,2
AGTL,15657,24
AGTL,20501,0
AGTL,20502,185
AGMN,15417,13
AGMN,15418,6
AGY,14369,65
AGY,14370,233
AGY,24369,0
AGY,24370,245
AGC,11057,53
AGC,11058,50
AGC,11077,71
AGC,11078,21
AGC,11111,11
AGC,11112,287
AGC,11449,52
AGC,11450,9
AGC,12001,19
AGC,12002,11
AGC,12049,0
AGC,12050,7
AGC,12137,19
AGC,12138,13
AGC,12147,56
AGC,12148,15
AGC,12155,13
AGC,12156,6
AGC,12161,90
AGC,12162,0
AGC,12171,4
AGC,12172,4
AGC,12177,181
AGC,12178,7
AGC,12189,80
AGC,12190,14
AGC,12191,13
AGC,12192,32
AGC,12279,21
AGC,12280,38
AGC,12319,268
AGC,12320,104
AGC,12403,51
AGC,12404,58
AGC,12405,22
AGC,12406,15
AGC,12409,46
AGC,12410,14
AGC,12421,8
AGC,12422,62
AGC,12433,11
AGC,12434,9
AGC,12447,18
AGC,12448,0
AGC,12485,6
AGC,12486,44
AGC,12547,0
AGC,12548,7
AGC,12549,36
AGC,12550,15
AGC,12611,23
AGC,12612,5
AGC,12615,33
AGC,12616,7
AGC,12617,40
AGC,12618,3
AGC,12621,0
AGC,12622,7
AGC,12625,12
AGC,12626,34
AGC,12627,30
AGC,12628,12
AGC,12641,58
AGC,12642,12
AGC,12643,114
AGC,12644,17
AGC,12645,108
AGC,12646,18
AGC,12647,18
AGC,12648,12
AGC,12687,53
AGC,12688,19
AGC,12715,51
AGC,12716,25
AGC,12721,18
AGC,12722,11
AGC,12723,11
AGC,12724,15
AGC,12751,0
AGC,12752,28
AGC,12779,18
AGC,12780,18
AGC,12781,64
AGC,12782,17
AGC,12803,108
AGC,12804,15
AGC,12807,65
AGC,12808,8
AGC,12919,31
AGC,12920,136
AGC,13007,230
AGC,13008,10
AGC,13167,116
AGC,13168,0
AGC,13237,340
AGC,13238,347
AGC,13239,122
AGC,13240,43
AGC,14211,0
AGC,14212,115
AGC,14309,5
AGC,14310,9
AGC,14313,8
AGC,14314,23
AGC,14317,0
AGC,14318,16
AGC,14319,7
AGC,14320,15
AGC,14623,3
AGC,14624,20
AGC,15045,137
